Barcode,Owning Campus,Material Type,...4,Campus...5,Items added,...7,Num of Items (In Repository),Campus...9,Barcode_Prefix
DD0004607644,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607651,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607669,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607677,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607685,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607693,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607701,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607719,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607727,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607735,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607743,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607750,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607768,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607776,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607784,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607792,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607800,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607818,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607826,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607834,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607842,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607859,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607867,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607875,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607883,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607891,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607909,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607917,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607925,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607933,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607941,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607958,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607966,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607974,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607982,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004607990,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608006,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608014,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608022,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608030,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608048,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608055,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608063,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608071,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608089,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608097,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608105,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608113,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608121,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608139,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608147,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608154,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608162,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608170,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608188,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608196,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608204,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608212,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608220,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608238,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608246,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608253,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608261,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608279,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608287,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608295,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608303,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608311,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608329,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608337,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608345,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608352,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608360,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608378,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608386,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608394,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608402,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608410,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608428,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608436,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608444,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608451,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608469,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608477,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608485,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608493,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608501,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608519,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608527,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608535,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608543,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608550,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608568,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608576,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608584,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608592,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608600,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608618,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608626,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608634,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608642,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608659,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608667,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608675,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608683,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608691,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608709,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608717,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608725,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608733,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608741,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608758,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608766,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608774,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608782,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608790,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608808,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608816,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608824,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608832,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608840,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608857,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608865,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608873,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608881,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608899,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608907,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608915,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608923,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004608931,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608949,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608956,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608964,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608972,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608980,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004608998,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609004,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609012,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609020,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609038,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609046,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609053,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609061,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609079,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609087,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609095,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609103,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609111,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609129,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609137,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609145,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609152,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609160,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609178,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609186,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609194,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609202,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609210,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609228,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609236,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609244,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609251,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609269,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609277,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609285,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609293,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609301,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609319,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609327,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004609335,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004609343,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609350,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609368,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609376,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609384,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609392,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609400,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609418,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609426,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609434,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609442,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609459,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609467,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609475,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609483,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609491,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609509,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609517,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609525,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609533,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609541,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609558,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609566,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609574,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609582,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609590,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609608,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609616,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609624,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609632,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609640,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609657,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609665,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609673,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609681,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609699,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609707,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609715,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609723,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609731,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609749,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609756,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609764,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609772,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609780,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609798,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609806,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609814,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609822,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609830,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609848,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609855,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609863,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609871,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609889,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609897,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609905,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609913,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609921,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609939,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609947,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609954,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609962,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609970,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609988,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004609996,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610002,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610010,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610028,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610036,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610044,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610051,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610069,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610077,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610085,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610093,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610101,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610119,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610127,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610135,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610143,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610150,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610168,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610176,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610184,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610192,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610200,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610218,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610226,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610234,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610242,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610259,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610267,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610275,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610283,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610291,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610309,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610317,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610325,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610333,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610341,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610358,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610366,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610374,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610382,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610390,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610408,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610416,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610424,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610432,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610440,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610457,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610465,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610473,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610481,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610499,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004610507,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610515,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610523,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610531,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004610549,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610556,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610564,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610572,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610580,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610598,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610606,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610614,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610622,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610630,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610648,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610655,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610663,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610671,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610689,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610697,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610705,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610713,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610721,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610739,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610747,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610754,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610762,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610770,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610788,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610796,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610804,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610812,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610820,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610838,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610846,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610853,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610861,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610879,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610887,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610895,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610903,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610911,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610929,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610937,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610945,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610952,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610960,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610978,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610986,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004610994,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611000,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611018,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611026,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611034,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611042,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611059,UCI Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004611067,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611075,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611083,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611091,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611109,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611117,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611125,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611133,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611141,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611158,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611166,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611174,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611182,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611190,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611208,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611216,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611224,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611232,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
