Barcode,Owning Campus,Material Type,...4,Campus...5,Items added,...7,Num of Items (In Repository),Campus...9,Barcode_Prefix
DD0004611240,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611257,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611265,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611273,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611281,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611299,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611307,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611315,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611323,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611331,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611349,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611356,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611364,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611372,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611380,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611398,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611406,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611414,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611422,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611430,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611448,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611455,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611463,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611471,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611489,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611497,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611505,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611513,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611521,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611539,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611547,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611554,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611562,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611570,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611588,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611596,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611604,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611612,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611620,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611638,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611646,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611653,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611661,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611679,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611687,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611695,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611703,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611711,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611729,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611737,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611745,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611752,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611760,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611778,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611786,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611794,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611802,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611810,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611828,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611836,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611844,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611851,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611869,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611877,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611885,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611893,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611901,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611919,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611927,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611935,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611943,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611950,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611968,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611976,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611984,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004611992,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612008,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612016,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612024,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612032,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612040,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612057,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612065,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612073,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612081,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612099,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612107,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612115,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612123,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612131,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612149,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612156,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612164,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612172,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612180,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612198,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612206,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612214,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612222,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612230,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612248,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612255,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612263,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612271,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004612289,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612297,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612305,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612313,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612321,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612339,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612347,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612354,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612362,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612370,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612388,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612396,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612404,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612412,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612420,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612438,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612446,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612453,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612461,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612479,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612487,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612495,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612503,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612511,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612529,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612537,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612545,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612552,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612560,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612578,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612586,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612594,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612602,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612610,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612628,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612636,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612644,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612651,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612669,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612677,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612685,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612693,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612701,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612719,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612727,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612735,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612743,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612750,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612768,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612776,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612784,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612792,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612800,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612818,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612826,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612834,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612842,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612859,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612867,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612875,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612883,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612891,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612909,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612917,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612925,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612933,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612941,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612958,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612966,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612974,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612982,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004612990,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613006,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613014,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613022,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613030,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613048,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613055,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613063,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613071,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613089,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613097,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613105,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613113,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613121,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613139,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613147,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613154,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613162,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613170,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613188,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613196,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613204,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004613212,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613220,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613238,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613246,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613253,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613261,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613279,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613287,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613295,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613303,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613311,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613329,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613337,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613345,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613352,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613360,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613378,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613386,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613394,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613402,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613410,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613428,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613436,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613444,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613451,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613469,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613477,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613485,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613493,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613501,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613519,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613527,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613535,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613543,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613550,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613568,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613576,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613584,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613592,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613600,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613618,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613626,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613634,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613642,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613659,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613667,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613675,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613683,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613691,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613709,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613717,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613725,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613733,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613741,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613758,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613766,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613774,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613782,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613790,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613808,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613816,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613824,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613832,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613840,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613857,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613865,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613873,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613881,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613899,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613907,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613915,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613923,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613931,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613949,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613956,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613964,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613972,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613980,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004613998,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614004,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614012,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614020,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614038,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614046,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614053,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614061,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614079,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614087,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614095,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614103,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614111,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614129,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614137,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614145,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614152,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614160,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614178,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614186,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614194,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614202,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614210,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614228,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614236,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614244,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614251,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614269,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614277,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614285,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614293,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614301,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614319,UCR Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614327,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614335,UCSB Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614343,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614350,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614368,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614376,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614384,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614392,UCR Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614400,UCR Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614418,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614426,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614434,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614442,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614459,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614467,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614475,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614483,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614491,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614509,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614517,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614525,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614533,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614541,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614558,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614566,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614574,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614582,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614590,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614608,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614616,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614624,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614632,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614640,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614657,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614665,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614673,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614681,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614699,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614707,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614715,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614723,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614731,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614749,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614756,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614764,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614772,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614780,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614798,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614806,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614814,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614822,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614830,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614848,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614855,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614863,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614871,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614889,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614897,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004614905,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
